Order_ID,Product_ID,Product_Category,Quantity,Warehouse_ID,Warehouse_Location,Order_Date,Shipment_Date,Delivery_Date,Stock_Level,Reorder_Level,Supplier_ID,Supplier_Name,Cost_Per_Unit,Total_Cost,Delivery_Status,Delay_Days,Customer_Region,Shipping_Mode,Priority,Month,Year
O117890,P1249,Automotive Parts,78,W3,Mecca,6/17/2025,6/18/2025,6/21/2025,400,58,S601,WarePro,23.32,1818.96,Delivered,0,Dammam,Air,High,6,2025
O117891,P1127,Furniture,477,W5,Medina,5/31/2025,6/2/2025,6/11/2025,928,134,S297,GlobalSupplies,72.19,34434.63,Delivered,4,Madina,Road,High,5,2025
O117892,P6283,Clothing,228,W3,Mecca,11/16/2023,11/23/2023,12/3/2023,226,264,S221,GlobalSupplies,385.49,87891.72,Cancelled,7,Khobar,Rail,Low,11,2023
O117893,P1582,Clothing,31,W2,Mecca,5/24/2022,5/24/2022,5/27/2022,798,109,S662,SupplyCo,347.47,10771.57,Delivered,1,Jazan,Rail,Low,5,2022
O117894,P4221,Electronics,77,W1,Mecca,12/29/2023,1/1/2024,1/11/2024,928,273,S199,SupplyCo,425.35,32751.95,Delivered,8,New York,Road,Medium,12,2023
O117895,P1001,Automotive Parts,91,W5,Jeddah,10/22/2022,10/28/2022,11/3/2022,943,114,S748,GlobalSupplies,499.76,45478.16,In Transit,4,Makkah,Rail,Low,10,2022
O117896,P2798,Clothing,492,W2,Dammam,10/11/2022,10/15/2022,10/18/2022,87,149,S132,PrimeDistributors,439.35,216160.2,In Transit,0,Jazan,Rail,High,10,2022
O117897,P3500,Electronics,236,W3,Riyadh,4/15/2024,4/15/2024,4/19/2024,648,144,S515,WarePro,352.82,83265.52,In Transit,0,Khobar,Road,Low,4,2024
O117898,P7466,Clothing,153,W5,Dammam,9/28/2021,10/2/2021,10/4/2021,849,78,S147,SupplyCo,436.3,66753.9,Pending,0,Makkah,Road,Medium,9,2021
O117899,P3787,Automotive Parts,3,W4,Jeddah,6/28/2021,7/3/2021,7/11/2021,33,295,S257,SupplyCo,458.37,1375.11,Delivered,5,Abu Dhabi,Air,High,6,2021
O117900,P5876,Electronics,233,W2,Jeddah,7/17/2021,7/23/2021,7/25/2021,614,206,S633,QuickShip,274.34,63921.22,In Transit,0,Abu Dhabi,Rail,High,7,2021
O117901,P4793,Automotive Parts,197,W1,Mecca,10/29/2024,11/5/2024,11/11/2024,942,55,S185,GlobalSupplies,369.91,72872.27,In Transit,1,Abu Dhabi,Air,Low,10,2024
O117902,P5969,Pharmaceuticals,75,W3,Jeddah,5/1/2024,5/3/2024,5/4/2024,119,262,S161,PrimeDistributors,7.01,525.75,Delivered,0,Jazan,Rail,Low,5,2024
O117903,P2969,Clothing,462,W3,Mecca,9/14/2022,9/21/2022,9/26/2022,131,66,S818,SupplyCo,362.97,167692.14,Pending,1,Khobar,Sea,High,9,2022
O117904,P9584,Clothing,197,W2,Medina,11/10/2021,11/11/2021,11/17/2021,696,50,S622,QuickShip,167.51,32999.47,In Transit,2,Dammam,Air,Medium,11,2021
O117905,P3107,Pharmaceuticals,433,W4,Mecca,3/20/2022,3/20/2022,3/24/2022,831,170,S576,PrimeDistributors,234.73,101638.09,Cancelled,1,Abha,Sea,High,3,2022
O117906,P5236,Electronics,446,W3,Medina,12/30/2024,1/3/2025,1/6/2025,153,273,S179,PrimeDistributors,127.44,56838.24,Pending,0,Dubai,Road,High,12,2024
O117907,P5303,Food & Beverages,372,W4,Dammam,8/12/2023,8/14/2023,8/20/2023,17,229,S780,GlobalSupplies,174.35,64858.2,Delivered,1,Los Angeles,Air,Medium,8,2023
O117908,P7016,Automotive Parts,344,W3,Jeddah,2/23/2025,2/26/2025,3/2/2025,199,54,S393,SupplyCo,21.2,7292.8,Delivered,0,Riyadh,Road,High,2,2025
O117909,P3081,Food & Beverages,361,W3,Jeddah,12/23/2022,12/27/2022,1/2/2023,156,127,S268,SupplyCo,141.37,51034.57,In Transit,2,Makkah,Road,High,12,2022
O117910,P5986,Electronics,18,W2,Medina,6/28/2023,7/3/2023,7/11/2023,511,244,S383,SupplyCo,245.96,4427.28,Cancelled,3,Jazan,Road,Medium,6,2023
O117911,P7624,Pharmaceuticals,69,W3,Medina,1/31/2021,2/4/2021,2/13/2021,613,270,S870,QuickShip,492.31,33969.39,Pending,4,Riyadh,Sea,High,1,2021
O117912,P8190,Food & Beverages,250,W1,Jeddah,11/25/2022,11/26/2022,12/2/2022,777,251,S532,GlobalSupplies,493.76,123440,Cancelled,4,Dubai,Air,Low,11,2022
O117913,P1236,Pharmaceuticals,106,W4,Dammam,3/29/2025,3/29/2025,4/7/2025,401,74,S121,WarePro,431.63,45752.78,Delivered,5,New York,Rail,Low,3,2025
O117914,P8812,Automotive Parts,85,W2,Medina,11/6/2022,11/13/2022,11/22/2022,222,213,S125,SupplyCo,223.95,19035.75,Delivered,4,Abu Dhabi,Air,Medium,11,2022
O117915,P3131,Automotive Parts,121,W3,Medina,4/23/2025,4/30/2025,5/9/2025,186,170,S468,GlobalSupplies,483.72,58530.12,In Transit,7,Los Angeles,Road,Medium,4,2025
O117916,P9039,Pharmaceuticals,98,W4,Jeddah,3/6/2022,3/13/2022,3/15/2022,362,176,S105,WarePro,85.68,8396.64,Cancelled,0,Riyadh,Sea,Medium,3,2022
O117917,P9783,Clothing,364,W2,Jeddah,2/10/2023,2/16/2023,2/26/2023,702,259,S556,WarePro,338.14,123082.96,Delivered,8,Jazan,Air,Medium,2,2023
O117918,P6064,Automotive Parts,336,W1,Jeddah,6/10/2022,6/11/2022,6/16/2022,187,192,S743,QuickShip,327.83,110150.88,Delivered,3,Dammam,Sea,High,6,2022
O117919,P6409,Automotive Parts,477,W2,Jeddah,3/12/2023,3/12/2023,3/16/2023,111,234,S321,WarePro,390.79,186406.83,Pending,1,Abu Dhabi,Rail,Low,3,2023
O117920,P4898,Furniture,335,W2,Jeddah,10/17/2023,10/23/2023,10/27/2023,209,251,S378,SupplyCo,228.78,76641.3,Delivered,0,Khobar,Sea,Low,10,2023
O117921,P7439,Pharmaceuticals,140,W1,Jeddah,3/2/2024,3/2/2024,3/11/2024,332,291,S763,WarePro,262.88,36803.2,Pending,6,Tabuk,Road,High,3,2024
O117922,P1810,Pharmaceuticals,455,W2,Dammam,4/11/2025,4/17/2025,4/26/2025,131,63,S850,QuickShip,325.25,147988.75,Cancelled,7,Madina,Rail,High,4,2025
O117923,P9442,Food & Beverages,424,W5,Dammam,12/4/2022,12/10/2022,12/11/2022,115,253,S618,QuickShip,64.09,27174.16,Pending,0,Riyadh,Road,High,12,2022
O117924,P1724,Clothing,346,W5,Riyadh,8/22/2023,8/24/2023,8/26/2023,963,227,S869,GlobalSupplies,364.91,126258.86,In Transit,0,Abha,Sea,Low,8,2023
O117925,P3345,Automotive Parts,73,W3,Dammam,11/8/2024,11/9/2024,11/19/2024,624,163,S185,WarePro,176.35,12873.55,Cancelled,6,Jazan,Air,High,11,2024
O117926,P7929,Food & Beverages,72,W4,Riyadh,5/8/2022,5/8/2022,5/15/2022,802,224,S197,SupplyCo,317.44,22855.68,Cancelled,2,Dubai,Sea,Low,5,2022
O117927,P1312,Clothing,482,W3,Jeddah,4/10/2023,4/15/2023,4/20/2023,318,291,S774,GlobalSupplies,221.14,106589.48,Pending,2,Jazan,Road,Medium,4,2023
O117928,P5744,Automotive Parts,9,W2,Mecca,12/28/2022,12/31/2022,1/8/2023,73,73,S925,WarePro,295.42,2658.78,In Transit,3,Riyadh,Sea,Low,12,2022
O117929,P5749,Pharmaceuticals,170,W2,Riyadh,3/16/2023,3/20/2023,3/27/2023,431,260,S556,GlobalSupplies,359.16,61057.2,In Transit,2,Jazan,Air,Medium,3,2023
O117930,P9278,Furniture,211,W2,Dammam,7/23/2024,7/25/2024,8/1/2024,714,255,S951,SupplyCo,298.03,62884.33,Pending,4,Dubai,Rail,Medium,7,2024
O117931,P1975,Clothing,167,W4,Jeddah,1/25/2021,1/25/2021,2/2/2021,464,145,S451,QuickShip,63.28,10567.76,Cancelled,4,Los Angeles,Sea,High,1,2021
O117932,P5659,Pharmaceuticals,233,W5,Medina,9/21/2022,9/27/2022,9/28/2022,108,65,S871,WarePro,273.32,63683.56,Delivered,0,Khobar,Sea,High,9,2022
O117933,P1189,Pharmaceuticals,396,W1,Medina,6/10/2024,6/11/2024,6/14/2024,971,79,S374,QuickShip,215.79,85452.84,Cancelled,0,Dubai,Rail,Medium,6,2024
O117934,P2113,Furniture,269,W1,Dammam,6/20/2023,6/24/2023,6/28/2023,356,98,S210,SupplyCo,243.3,65447.7,Delivered,0,Dubai,Road,High,6,2023
O117935,P5610,Food & Beverages,223,W1,Dammam,7/10/2023,7/16/2023,7/17/2023,438,153,S747,WarePro,31.71,7071.33,Delivered,0,Khobar,Road,High,7,2023
O117936,P8768,Electronics,499,W4,Medina,9/11/2022,9/13/2022,9/14/2022,85,115,S197,PrimeDistributors,269.19,134325.81,Cancelled,0,Makkah,Sea,Medium,9,2022
O117937,P6939,Automotive Parts,402,W2,Medina,7/23/2023,7/26/2023,7/31/2023,346,196,S775,PrimeDistributors,292.88,117737.76,In Transit,0,Dammam,Sea,High,7,2023
O117938,P6862,Food & Beverages,74,W4,Jeddah,11/5/2023,11/12/2023,11/15/2023,147,201,S192,PrimeDistributors,366.49,27120.26,Delivered,0,New York,Rail,High,11,2023
O117939,P7337,Pharmaceuticals,154,W3,Mecca,3/30/2024,4/5/2024,4/7/2024,521,159,S209,GlobalSupplies,113.55,17486.7,Cancelled,0,Khobar,Air,Low,3,2024
O117940,P1733,Food & Beverages,145,W4,Jeddah,1/10/2021,1/13/2021,1/14/2021,23,103,S950,GlobalSupplies,91.95,13332.75,Delivered,0,Tabuk,Sea,Low,1,2021
O117941,P1610,Food & Beverages,56,W5,Mecca,1/16/2023,1/18/2023,1/27/2023,830,172,S991,SupplyCo,496.61,27810.16,In Transit,5,Abu Dhabi,Air,Low,1,2023
O117942,P3191,Clothing,427,W5,Dammam,11/21/2024,11/23/2024,11/30/2024,197,60,S385,GlobalSupplies,114.44,48865.88,Cancelled,4,Makkah,Rail,Medium,11,2024
O117943,P5367,Food & Beverages,374,W3,Jeddah,3/9/2025,3/11/2025,3/14/2025,332,61,S473,SupplyCo,211.45,79082.3,In Transit,0,Madina,Air,Low,3,2025
O117944,P9747,Clothing,393,W2,Dammam,10/23/2023,10/27/2023,11/3/2023,755,177,S809,QuickShip,103.24,40573.32,Pending,3,Los Angeles,Sea,High,10,2023
O117945,P1801,Automotive Parts,204,W5,Mecca,2/22/2024,2/23/2024,2/28/2024,772,78,S751,SupplyCo,331.31,67587.24,In Transit,2,New York,Air,High,2,2024
O117946,P2473,Food & Beverages,240,W3,Medina,4/25/2021,4/27/2021,5/5/2021,807,259,S851,PrimeDistributors,369.8,88752,Pending,3,Madina,Sea,Low,4,2021
O117947,P8827,Automotive Parts,83,W2,Medina,3/22/2021,3/25/2021,3/30/2021,11,290,S689,PrimeDistributors,495.61,41135.63,Delivered,2,Jazan,Sea,Medium,3,2021
O117948,P5275,Furniture,9,W3,Riyadh,2/13/2022,2/20/2022,2/27/2022,756,221,S800,SupplyCo,159.18,1432.62,Cancelled,5,Abu Dhabi,Road,Medium,2,2022
O117949,P3663,Electronics,66,W5,Jeddah,4/10/2023,4/15/2023,4/25/2023,692,169,S261,WarePro,59.94,3956.04,Cancelled,7,Dubai,Rail,Medium,4,2023
O117950,P8545,Automotive Parts,429,W2,Jeddah,5/23/2022,5/24/2022,5/28/2022,315,279,S953,QuickShip,130.45,55963.05,Delivered,1,Abha,Sea,Medium,5,2022
O117951,P7014,Electronics,207,W4,Jeddah,2/24/2021,2/24/2021,3/5/2021,721,128,S143,WarePro,32.07,6638.49,In Transit,7,Madina,Sea,High,2,2021
O117952,P2053,Food & Beverages,195,W1,Dammam,10/26/2023,10/27/2023,10/29/2023,148,273,S232,QuickShip,337.01,65716.95,Cancelled,0,Riyadh,Rail,Medium,10,2023
O117953,P3753,Food & Beverages,163,W5,Riyadh,9/3/2021,9/4/2021,9/13/2021,880,90,S797,WarePro,226.88,36981.44,Cancelled,5,New York,Road,High,9,2021
O117954,P8636,Furniture,115,W1,Riyadh,7/14/2023,7/19/2023,7/24/2023,343,266,S829,PrimeDistributors,286.04,32894.6,Pending,1,New York,Road,Low,7,2023
O117955,P9687,Pharmaceuticals,255,W3,Riyadh,11/14/2023,11/18/2023,11/26/2023,379,214,S348,SupplyCo,152.54,38897.7,Cancelled,6,Abha,Rail,Medium,11,2023
O117956,P7252,Furniture,209,W4,Medina,1/30/2023,2/4/2023,2/5/2023,327,118,S160,WarePro,156.02,32608.18,Delivered,0,Makkah,Air,Medium,1,2023
O117957,P5830,Food & Beverages,309,W1,Medina,9/3/2022,9/8/2022,9/14/2022,841,50,S349,QuickShip,461.37,142563.33,Cancelled,4,Madina,Rail,Low,9,2022
O117958,P2006,Clothing,274,W3,Medina,1/25/2023,1/27/2023,2/5/2023,953,202,S499,PrimeDistributors,42.31,11592.94,Delivered,4,New York,Sea,High,1,2023
O117959,P6608,Furniture,463,W4,Riyadh,4/24/2022,4/28/2022,5/3/2022,692,58,S798,GlobalSupplies,7.06,3268.78,Delivered,1,Los Angeles,Road,Low,4,2022
O117960,P9825,Electronics,43,W1,Dammam,9/7/2023,9/10/2023,9/20/2023,473,94,S535,QuickShip,419.99,18059.57,Delivered,8,Dammam,Rail,Medium,9,2023
O117961,P6647,Electronics,171,W3,Dammam,5/25/2022,6/1/2022,6/7/2022,433,144,S397,SupplyCo,172.76,29541.96,Cancelled,4,Abu Dhabi,Road,Low,5,2022
O117962,P9711,Furniture,46,W5,Jeddah,10/16/2022,10/20/2022,10/23/2022,763,268,S731,PrimeDistributors,487.58,22428.68,Cancelled,1,Dammam,Road,Medium,10,2022
O117963,P5724,Electronics,6,W4,Jeddah,9/5/2024,9/7/2024,9/15/2024,450,174,S296,SupplyCo,427.53,2565.18,Cancelled,5,Madina,Road,High,9,2024
O117964,P9872,Electronics,107,W5,Riyadh,9/26/2023,10/1/2023,10/2/2023,727,140,S836,SupplyCo,238.37,25505.59,In Transit,0,Khobar,Rail,Medium,9,2023
O117965,P9281,Clothing,443,W4,Dammam,11/15/2023,11/18/2023,11/26/2023,449,51,S751,WarePro,266.42,118024.06,Delivered,4,Abu Dhabi,Road,High,11,2023
O117966,P1035,Clothing,283,W5,Mecca,9/4/2022,9/9/2022,9/13/2022,838,290,S885,WarePro,106.62,30173.46,Delivered,1,Jazan,Rail,High,9,2022
O117967,P7221,Furniture,112,W2,Riyadh,6/8/2024,6/13/2024,6/20/2024,21,242,S742,SupplyCo,273.49,30630.88,In Transit,4,Tabuk,Sea,Medium,6,2024
O117968,P5889,Pharmaceuticals,375,W4,Medina,2/13/2023,2/13/2023,2/21/2023,630,222,S684,GlobalSupplies,227.95,85481.25,In Transit,4,New York,Road,Medium,2,2023
O117969,P2382,Pharmaceuticals,162,W2,Riyadh,3/4/2023,3/10/2023,3/16/2023,935,120,S272,GlobalSupplies,379.38,61459.56,Pending,1,Makkah,Sea,High,3,2023
O117970,P8735,Pharmaceuticals,75,W2,Mecca,12/25/2021,12/27/2021,12/28/2021,708,182,S503,SupplyCo,135.8,10185,Cancelled,0,New York,Air,Low,12,2021
O117971,P9709,Food & Beverages,388,W4,Riyadh,1/3/2022,1/6/2022,1/7/2022,949,193,S442,QuickShip,358.8,139214.4,In Transit,0,Riyadh,Rail,High,1,2022
O117972,P5846,Clothing,430,W3,Jeddah,10/8/2024,10/13/2024,10/19/2024,490,290,S929,QuickShip,302,129860,Delivered,4,Riyadh,Air,High,10,2024
O117973,P5457,Electronics,273,W2,Medina,4/18/2021,4/23/2021,4/30/2021,70,165,S368,SupplyCo,494.48,134993.04,Cancelled,4,Abu Dhabi,Road,Low,4,2021
O117974,P9095,Pharmaceuticals,137,W4,Mecca,4/6/2023,4/11/2023,4/18/2023,996,251,S638,GlobalSupplies,498.08,68236.96,In Transit,5,Khobar,Road,Medium,4,2023
O117975,P5622,Food & Beverages,264,W4,Mecca,4/27/2024,4/29/2024,5/5/2024,606,217,S259,SupplyCo,29.47,7780.08,In Transit,2,Khobar,Sea,Medium,4,2024
O117976,P1791,Furniture,192,W3,Mecca,6/17/2024,6/24/2024,6/25/2024,875,293,S392,WarePro,14.47,2778.24,In Transit,0,Dammam,Road,Low,6,2024
O117977,P5139,Electronics,59,W4,Mecca,4/16/2022,4/17/2022,4/24/2022,317,283,S218,PrimeDistributors,252.66,14906.94,Cancelled,5,Los Angeles,Sea,Medium,4,2022
O117978,P7079,Clothing,138,W1,Jeddah,7/25/2023,7/30/2023,8/8/2023,413,232,S878,QuickShip,467.08,64457.04,Pending,4,Khobar,Road,High,7,2023
O117979,P7016,Automotive Parts,207,W1,Dammam,8/15/2023,8/16/2023,8/18/2023,916,299,S133,WarePro,212.61,44010.27,Delivered,0,Tabuk,Sea,Low,8,2023
O117980,P1873,Electronics,151,W3,Dammam,5/23/2024,5/28/2024,6/4/2024,540,270,S663,WarePro,21.5,3246.5,Pending,3,Madina,Road,High,5,2024
O117981,P6606,Food & Beverages,235,W2,Dammam,4/19/2022,4/26/2022,5/2/2022,420,269,S613,QuickShip,464.83,109235.05,Delivered,2,Khobar,Rail,Low,4,2022
O117982,P7714,Furniture,250,W5,Medina,1/22/2025,1/29/2025,2/1/2025,77,248,S988,GlobalSupplies,34.32,8580,Pending,0,New York,Air,High,1,2025
O117983,P5741,Pharmaceuticals,137,W1,Medina,11/22/2022,11/26/2022,12/5/2022,915,83,S746,WarePro,260.69,35714.53,Cancelled,4,Abha,Sea,Medium,11,2022
O117984,P5496,Automotive Parts,307,W2,Dammam,11/19/2022,11/20/2022,11/28/2022,352,231,S359,PrimeDistributors,87.87,26976.09,Delivered,4,Dammam,Road,Low,11,2022
O117985,P3768,Clothing,292,W5,Jeddah,12/28/2024,12/29/2024,12/31/2024,69,281,S508,WarePro,42.29,12348.68,Pending,0,Khobar,Road,High,12,2024
O117986,P2836,Pharmaceuticals,271,W2,Dammam,6/26/2021,6/26/2021,7/1/2021,534,180,S103,WarePro,181.61,49216.31,In Transit,2,Riyadh,Rail,High,6,2021
O117987,P2969,Automotive Parts,372,W2,Medina,1/1/2022,1/3/2022,1/4/2022,126,292,S543,WarePro,54.05,20106.6,Delivered,0,Riyadh,Air,Medium,1,2022
O117988,P8672,Pharmaceuticals,336,W5,Mecca,12/28/2022,12/31/2022,1/1/2023,245,193,S992,GlobalSupplies,168.67,56673.12,Delivered,0,Abha,Sea,High,12,2022
O117989,P4611,Automotive Parts,277,W2,Dammam,10/20/2021,10/27/2021,11/6/2021,532,77,S933,WarePro,125.47,34755.19,Cancelled,5,Jazan,Road,Medium,10,2021
O117990,P7250,Furniture,289,W1,Medina,10/12/2022,10/16/2022,10/26/2022,381,161,S715,WarePro,406.88,117588.32,Delivered,5,Abu Dhabi,Air,Medium,10,2022
O117991,P8458,Food & Beverages,36,W1,Medina,11/3/2024,11/9/2024,11/17/2024,453,137,S745,GlobalSupplies,154.71,5569.56,Cancelled,4,Madina,Sea,High,11,2024
O117992,P7320,Pharmaceuticals,487,W1,Mecca,11/14/2021,11/15/2021,11/24/2021,86,181,S729,QuickShip,341.78,166446.86,Delivered,7,New York,Rail,Low,11,2021
O117993,P2825,Pharmaceuticals,107,W4,Riyadh,9/6/2021,9/12/2021,9/14/2021,253,147,S402,QuickShip,100.62,10766.34,Cancelled,0,Abha,Rail,High,9,2021
O117994,P1949,Electronics,124,W2,Riyadh,7/12/2022,7/17/2022,7/18/2022,506,274,S666,QuickShip,499.42,61928.08,In Transit,0,Tabuk,Sea,Low,7,2022
O117995,P5973,Food & Beverages,214,W5,Jeddah,6/5/2024,6/11/2024,6/19/2024,860,112,S307,WarePro,161.52,34565.28,Pending,5,Dubai,Air,Low,6,2024
O117996,P7406,Electronics,180,W1,Dammam,6/24/2023,6/28/2023,7/7/2023,235,264,S575,WarePro,141.01,25381.8,Delivered,7,Dammam,Rail,Low,6,2023
O117997,P1668,Automotive Parts,337,W1,Medina,5/23/2021,5/30/2021,6/8/2021,247,126,S439,SupplyCo,268.59,90514.83,In Transit,4,Tabuk,Sea,High,5,2021
O117998,P9373,Food & Beverages,7,W3,Jeddah,1/21/2021,1/23/2021,1/29/2021,82,280,S875,SupplyCo,101.94,713.58,Cancelled,1,Dubai,Sea,Low,1,2021
O117999,P6698,Pharmaceuticals,37,W4,Riyadh,1/31/2023,2/2/2023,2/8/2023,992,250,S625,QuickShip,385.29,14255.73,Cancelled,4,Tabuk,Rail,High,1,2023
O118000,P5078,Clothing,333,W1,Mecca,7/29/2024,8/2/2024,8/5/2024,230,270,S915,PrimeDistributors,424.54,141371.82,In Transit,0,New York,Rail,Low,7,2024
O118001,P3783,Pharmaceuticals,410,W3,Mecca,6/6/2021,6/8/2021,6/14/2021,160,218,S907,PrimeDistributors,424.57,174073.7,Cancelled,3,Tabuk,Road,Medium,6,2021
O118002,P9763,Electronics,450,W3,Mecca,1/28/2021,2/3/2021,2/6/2021,870,169,S730,GlobalSupplies,185.74,83583,Delivered,0,Riyadh,Air,Low,1,2021
O118003,P8086,Clothing,107,W3,Riyadh,10/23/2021,10/24/2021,11/2/2021,449,67,S225,QuickShip,498.37,53325.59,Pending,5,Abha,Rail,High,10,2021
O118004,P8241,Automotive Parts,276,W1,Riyadh,8/14/2022,8/17/2022,8/21/2022,343,62,S867,PrimeDistributors,394.19,108796.44,Cancelled,0,Makkah,Sea,High,8,2022
O118005,P2547,Clothing,193,W1,Dammam,11/3/2024,11/9/2024,11/16/2024,201,234,S856,GlobalSupplies,159.78,30837.54,Delivered,5,New York,Air,High,11,2024
O118006,P3130,Furniture,22,W2,Riyadh,5/15/2021,5/19/2021,5/27/2021,724,207,S942,QuickShip,86.72,1907.84,Delivered,3,Dammam,Rail,High,5,2021
O118007,P1739,Furniture,280,W2,Dammam,8/26/2022,9/2/2022,9/8/2022,674,154,S809,WarePro,52.61,14730.8,Pending,2,Madina,Rail,Low,8,2022
O118008,P1354,Automotive Parts,15,W5,Dammam,4/5/2025,4/6/2025,4/11/2025,955,192,S957,PrimeDistributors,103.57,1553.55,Pending,3,Dammam,Road,Medium,4,2025
O118009,P1008,Pharmaceuticals,14,W1,Dammam,2/16/2021,2/16/2021,2/21/2021,290,136,S948,PrimeDistributors,333.68,4671.52,Pending,2,Khobar,Road,Medium,2,2021
O118010,P2253,Electronics,181,W5,Riyadh,1/27/2025,2/1/2025,2/6/2025,733,175,S484,QuickShip,215.47,39000.07,Pending,1,Abha,Road,Low,1,2025
O118011,P8457,Electronics,405,W5,Riyadh,4/9/2022,4/11/2022,4/21/2022,774,286,S789,WarePro,467.29,189252.45,Delivered,6,Makkah,Air,Low,4,2022
O118012,P6518,Clothing,382,W3,Riyadh,10/20/2022,10/26/2022,11/2/2022,789,234,S246,PrimeDistributors,109.18,41706.76,In Transit,2,Abu Dhabi,Rail,Medium,10,2022
O118013,P5033,Food & Beverages,47,W3,Dammam,6/3/2024,6/5/2024,6/14/2024,112,117,S492,GlobalSupplies,271.51,12760.97,In Transit,6,Tabuk,Road,High,6,2024
O118014,P1784,Furniture,52,W2,Medina,4/5/2022,4/12/2022,4/20/2022,532,233,S195,WarePro,296.65,15425.8,Delivered,6,Los Angeles,Road,Medium,4,2022
O118015,P6248,Furniture,297,W3,Dammam,7/5/2024,7/11/2024,7/18/2024,994,54,S783,GlobalSupplies,418.5,124294.5,In Transit,2,Los Angeles,Road,Low,7,2024
O118016,P2991,Food & Beverages,286,W2,Dammam,12/8/2022,12/13/2022,12/21/2022,475,206,S725,GlobalSupplies,195.38,55878.68,Cancelled,6,Khobar,Road,Low,12,2022
O118017,P6039,Pharmaceuticals,425,W2,Dammam,7/30/2021,8/2/2021,8/11/2021,862,96,S507,SupplyCo,473.04,201042,Delivered,5,Makkah,Air,Medium,7,2021
O118018,P8846,Furniture,144,W2,Mecca,8/21/2021,8/25/2021,9/2/2021,491,279,S913,PrimeDistributors,351.96,50682.24,Pending,4,Los Angeles,Air,Low,8,2021
O118019,P6098,Furniture,90,W2,Medina,6/15/2024,6/18/2024,6/19/2024,633,279,S369,SupplyCo,316.75,28507.5,Delivered,0,Los Angeles,Air,Low,6,2024
O118020,P9364,Clothing,150,W2,Mecca,3/12/2025,3/13/2025,3/15/2025,869,147,S712,SupplyCo,204.04,30606,Cancelled,0,Riyadh,Road,High,3,2025
O118021,P5829,Food & Beverages,402,W2,Jeddah,5/7/2023,5/13/2023,5/16/2023,716,50,S237,WarePro,451.22,181390.44,Delivered,0,Riyadh,Air,Medium,5,2023
O118022,P1697,Pharmaceuticals,170,W5,Dammam,6/15/2022,6/17/2022,6/24/2022,797,299,S416,SupplyCo,321.36,54631.2,In Transit,2,Dammam,Road,High,6,2022
O118023,P3094,Electronics,19,W2,Riyadh,6/10/2022,6/16/2022,6/22/2022,542,220,S109,GlobalSupplies,219.35,4167.65,In Transit,3,Los Angeles,Air,Medium,6,2022
O118024,P1578,Automotive Parts,448,W5,Dammam,1/10/2021,1/16/2021,1/23/2021,929,174,S658,PrimeDistributors,387.81,173738.88,Pending,3,Khobar,Air,Low,1,2021
O118025,P4663,Clothing,209,W1,Dammam,3/29/2024,4/1/2024,4/8/2024,413,300,S968,SupplyCo,405.15,84676.35,Pending,3,New York,Rail,High,3,2024
O118026,P3574,Electronics,386,W3,Mecca,2/4/2022,2/4/2022,2/8/2022,400,240,S407,SupplyCo,59.62,23013.32,Pending,0,Dammam,Road,Medium,2,2022
O118027,P9652,Furniture,49,W5,Riyadh,2/28/2023,3/7/2023,3/10/2023,718,84,S539,QuickShip,36.72,1799.28,Pending,0,New York,Road,High,2,2023
O118028,P5011,Food & Beverages,49,W3,Medina,5/7/2025,5/14/2025,5/15/2025,488,289,S492,QuickShip,114.68,5619.32,Pending,0,Riyadh,Road,Medium,5,2025
O118029,P5900,Pharmaceuticals,259,W3,Mecca,12/4/2021,12/4/2021,12/11/2021,49,117,S772,PrimeDistributors,50.71,13133.89,In Transit,2,New York,Road,Medium,12,2021
O118030,P7640,Pharmaceuticals,318,W4,Jeddah,6/26/2024,7/1/2024,7/10/2024,658,257,S728,PrimeDistributors,497.94,158344.92,Delivered,6,Tabuk,Air,Low,6,2024
O118031,P8148,Food & Beverages,446,W1,Riyadh,10/16/2024,10/20/2024,10/27/2024,930,257,S647,QuickShip,108.92,48578.32,Cancelled,2,Abha,Road,Medium,10,2024
O118032,P5015,Automotive Parts,154,W4,Dammam,9/12/2023,9/19/2023,9/24/2023,52,97,S548,GlobalSupplies,237.94,36642.76,Delivered,3,Los Angeles,Air,Medium,9,2023
O118033,P2749,Pharmaceuticals,302,W1,Medina,12/14/2023,12/18/2023,12/25/2023,35,64,S536,WarePro,486.47,146913.94,Delivered,5,Jazan,Rail,High,12,2023
O118034,P7725,Automotive Parts,414,W2,Riyadh,6/24/2025,6/30/2025,7/7/2025,467,174,S609,PrimeDistributors,221.75,91804.5,Pending,5,Tabuk,Rail,Medium,6,2025
O118035,P2339,Furniture,311,W1,Dammam,11/3/2023,11/6/2023,11/8/2023,568,261,S317,WarePro,117.5,36542.5,In Transit,0,Dubai,Road,Medium,11,2023
O118036,P4771,Pharmaceuticals,175,W5,Mecca,2/13/2025,2/15/2025,2/16/2025,415,297,S960,SupplyCo,404.23,70740.25,Delivered,0,Los Angeles,Rail,Medium,2,2025
O118037,P4696,Food & Beverages,420,W2,Jeddah,5/20/2024,5/23/2024,5/26/2024,834,124,S262,GlobalSupplies,52.25,21945,In Transit,0,Khobar,Road,High,5,2024
